bgc_id,product,bigscape_class,genome_id,accn_id,gcf_0.50,gcf_0.30,gcf_0.40,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30,fam_id_0.40,fam_type_0.40,fam_known_compounds_0.40,fam_id_0.50,fam_type_0.50,fam_known_compounds_0.50
JAUCFF010000009.1.region008,T3PKS,PKSother,GCA_030348565.1,JAUCFF010000009.1,3195,3103,3195,,22,unknown_family,u_PKSother_22,4,unknown_family,u_PKSother_4,5,unknown_family,u_PKSother_5
JAUCFF010000009.1.region014,epipeptide,RiPPs,GCA_030348565.1,JAUCFF010000009.1,3319,3319,3319,2582,52,unknown_family,u_RiPPs_52,46,unknown_family,u_RiPPs_46,45,unknown_family,u_RiPPs_45
JAUCFF010000009.1.region013,RRE-containing,RiPPs,GCA_030348565.1,JAUCFF010000009.1,3318,3318,3318,2582,82,unknown_family,u_RiPPs_82,80,unknown_family,u_RiPPs_80,78,unknown_family,u_RiPPs_78
JAUCFF010000009.1.region004,transAT-PKS.PKS-like.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030348565.1,JAUCFF010000009.1,2553,2553,2553,2553,10,known_family,bacillaene,12,known_family,bacillaene,13,known_family,bacillaene
JAUCFF010000009.1.region010,CDPS,NRPS,GCA_030348565.1,JAUCFF010000009.1,2559,2559,2559,,32,known_family,pulcherriminic acid,27,known_family,pulcherriminic acid,24,known_family,pulcherriminic acid
JAUCFF010000009.1.region003,terpene,Terpene,GCA_030348565.1,JAUCFF010000009.1,3099,3099,3099,3099,23,unknown_family,u_Terpene_23,20,unknown_family,u_Terpene_20,15,unknown_family,u_Terpene_15
JAUCFF010000009.1.region001,ranthipeptide.sactipeptide,RiPPs,GCA_030348565.1,JAUCFF010000009.1,562,3271,562,2582,72,known_family,sporulation killing factor,47,known_family,sporulation killing factor;subtilomycin,48,known_family,sporulation killing factor;subtilomycin
JAUCFF010000009.1.region002,NRPS,NRPS,GCA_030348565.1,JAUCFF010000009.1,2550,2550,2550,,9,known_family,surfactin,11,known_family,surfactin,12,known_family,lichenysin;surfactin
JAUCFF010000009.1.region007,glycocin,RiPPs,GCA_030348565.1,JAUCFF010000009.1,519,519,519,2582,80,known_family,sublancin 168,77,known_family,sublancin 168,75,known_family,sublancin 168
JAUCFF010000009.1.region005,betalactone.NRPS,Others,GCA_030348565.1,JAUCFF010000009.1,2554,3101,2554,794,20,unknown_family,u_Others_20,1,known_family,fengycin,1,known_family,fengycin
JAVIVO010000002.1.region001,NRPS,NRPS,GCA_031324265.1,JAVIVO010000002.1,3545,3545,3545,,9,known_family,surfactin,11,known_family,surfactin,12,known_family,lichenysin;surfactin
JAVIVO010000001.1.region004,transAT-PKS.betalactone.NRPS,Others,GCA_031324265.1,JAVIVO010000001.1,3539,2750,3539,794,41,known_family,fengycin,1,known_family,fengycin,1,known_family,fengycin
JAVIVO010000001.1.region006,transAT-PKS,PKSother,GCA_031324265.1,JAVIVO010000001.1,2748,2748,2748,,40,known_family,macrolactin H;macrolactin B;macrolactin 1c;macrolactin E;macrolactin H,33,known_family,macrolactin H;macrolactin B;macrolactin 1c;macrolactin E;macrolactin H,34,known_family,macrolactin H;macrolactin B;macrolactin 1c;macrolactin E;macrolactin H
JAVIVO010000001.1.region008,PKS-like,PKSother,GCA_031324265.1,JAVIVO010000001.1,3486,3486,3486,,49,unknown_family,u_PKSother_49,44,unknown_family,u_PKSother_44,43,unknown_family,u_PKSother_43
JAVIVO010000003.1.region001,T1PKS.transAT-PKS-like,PKSother,GCA_031324265.1,JAVIVO010000003.1,3546,3546,3546,,339,unknown_family,u_PKSother_339,295,unknown_family,u_PKSother_295,257,unknown_family,u_PKSother_257
JAVIVO010000001.1.region005,transAT-PKS.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_031324265.1,JAVIVO010000001.1,1023,1023,1023,1023,10,known_family,bacillaene,12,known_family,bacillaene,13,known_family,bacillaene
JAVIVO010000001.1.region003,terpene,Terpene,GCA_031324265.1,JAVIVO010000001.1,3538,3538,3538,3538,7,unknown_family,u_Terpene_7,6,unknown_family,u_Terpene_6,7,unknown_family,u_Terpene_7
JAVIVO010000001.1.region009,transAT-PKS.T3PKS,PKSother,GCA_031324265.1,JAVIVO010000001.1,3544,3544,3544,,340,unknown_family,u_PKSother_340,296,unknown_family,u_PKSother_296,258,unknown_family,u_PKSother_258
JAVIVO010000001.1.region007,terpene,Terpene,GCA_031324265.1,JAVIVO010000001.1,3485,3485,3485,2488,50,unknown_family,u_Terpene_50,45,unknown_family,u_Terpene_45,15,unknown_family,u_Terpene_15
JAVIVO010000016.1.region001,other,Others,GCA_031324265.1,JAVIVO010000016.1,3317,3317,3317,3317,8,known_family,bacilysin;bacilysin,10,known_family,bacilysin;bacilysin,11,known_family,bacilysin;bacilysin
JAVIVO010000001.1.region001,transAT-PKS,PKSother,GCA_031324265.1,JAVIVO010000001.1,3384,3384,3384,,44,known_family,difficidin,36,known_family,difficidin,38,known_family,difficidin
JAVIVO010000001.1.region002,T3PKS,PKSother,GCA_031324265.1,JAVIVO010000001.1,3195,3480,3195,,48,unknown_family,u_PKSother_48,4,unknown_family,u_PKSother_4,5,unknown_family,u_PKSother_5
JAVIVO010000016.1.region002,RiPP-like.NRP-metallophore.NRPS,Others,GCA_031324265.1,JAVIVO010000016.1,3548,3548,3548,794,11,unknown_family,u_Others_11,2,unknown_family,u_Others_2,2,unknown_family,u_Others_2
JAUCEY010000008.1.region003,LAP,RiPPs,GCA_030348725.1,JAUCEY010000008.1,3549,3549,3549,2582,14,unknown_family,u_RiPPs_14,14,unknown_family,u_RiPPs_14,16,unknown_family,u_RiPPs_16
JAUCEY010000008.1.region002,terpene,Terpene,GCA_030348725.1,JAUCEY010000008.1,2779,2779,2779,2488,17,unknown_family,u_Terpene_17,16,unknown_family,u_Terpene_16,18,unknown_family,u_Terpene_18
JAUCEY010000008.1.region008,cyclic-lactone-autoinducer,RiPPs,GCA_030348725.1,JAUCEY010000008.1,3241,3241,3241,2582,114,unknown_family,u_RiPPs_114,106,unknown_family,u_RiPPs_106,100,unknown_family,u_RiPPs_100
JAUCEY010000008.1.region005,terpene,Terpene,GCA_030348725.1,JAUCEY010000008.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18,17,unknown_family,u_Terpene_17,19,unknown_family,u_Terpene_19
JAUCEY010000008.1.region006,T3PKS,PKSother,GCA_030348725.1,JAUCEY010000008.1,3421,3421,3421,,16,unknown_family,u_PKSother_16,15,unknown_family,u_PKSother_15,17,unknown_family,u_PKSother_17
JAUCEY010000008.1.region001,NI-siderophore,Others,GCA_030348725.1,JAUCEY010000008.1,3556,3415,3556,794,12,unknown_family,u_Others_12,3,unknown_family,u_Others_3,4,known_family,schizokinen
JAUCEY010000008.1.region007,betalactone.NRPS,Others,GCA_030348725.1,JAUCEY010000008.1,3422,3422,3422,794,13,unknown_family,u_Others_13,1,known_family,fengycin,1,known_family,fengycin
JAUCEY010000008.1.region009,NRPS,NRPS,GCA_030348725.1,JAUCEY010000008.1,351,351,351,,21,known_family,koranimine,19,known_family,koranimine,21,known_family,koranimine
JAUCEY010000008.1.region004,lassopeptide,RiPPs,GCA_030348725.1,JAUCEY010000008.1,3550,3007,3007,2582,25,unknown_family,u_RiPPs_25,22,unknown_family,u_RiPPs_22,3,unknown_family,u_RiPPs_3
CP126087.1.region004,RRE-containing,RiPPs,GCA_030122965.1,CP126087.1,2963,2963,2963,2963,29,unknown_family,u_RiPPs_29,24,unknown_family,u_RiPPs_24,25,unknown_family,u_RiPPs_25
CP126087.1.region006,betalactone,Others,GCA_030122965.1,CP126087.1,3576,2589,3576,794,27,unknown_family,u_Others_27,1,known_family,fengycin,1,known_family,fengycin
CP126087.1.region012,NRP-metallophore.NRPS,Others,GCA_030122965.1,CP126087.1,2535,2969,2969,794,38,unknown_family,u_Others_38,31,unknown_family,u_Others_31,2,unknown_family,u_Others_2
CP126087.1.region003,T1PKS.NRPS,PKS-NRP_Hybrids,GCA_030122965.1,CP126087.1,2621,2621,2621,1023,55,unknown_family,u_PKS-NRP_Hybrids_55,39,unknown_family,u_PKS-NRP_Hybrids_39,40,unknown_family,u_PKS-NRP_Hybrids_40
CP126087.1.region002,NRPS,NRPS,GCA_030122965.1,CP126087.1,2620,2620,2620,,30,unknown_family,u_NRPS_30,25,unknown_family,u_NRPS_25,26,unknown_family,u_NRPS_26
CP126087.1.region009,RiPP-like,RiPPs,GCA_030122965.1,CP126087.1,2685,2685,2685,2582,43,unknown_family,u_RiPPs_43,35,unknown_family,u_RiPPs_35,35,unknown_family,u_RiPPs_35
CP126087.1.region001,ranthipeptide.sactipeptide,RiPPs,GCA_030122965.1,CP126087.1,2595,2619,2595,2582,119,unknown_family,u_RiPPs_119,57,unknown_family,u_RiPPs_57,59,unknown_family,u_RiPPs_59
CP126087.1.region008,T3PKS,PKSother,GCA_030122965.1,CP126087.1,2626,2591,2684,,33,unknown_family,u_PKSother_33,4,unknown_family,u_PKSother_4,5,unknown_family,u_PKSother_5
CP126087.1.region005,NI-siderophore.terpene,Others,GCA_030122965.1,CP126087.1,2681,2527,2681,794,28,unknown_family,u_Others_28,3,unknown_family,u_Others_3,4,known_family,schizokinen
CP126087.1.region010,betalactone,Others,GCA_030122965.1,CP126087.1,3231,3231,3231,794,34,unknown_family,u_Others_34,28,unknown_family,u_Others_28,29,unknown_family,u_Others_29
CP126087.1.region007,terpene,Terpene,GCA_030122965.1,CP126087.1,2683,2590,2683,2488,36,unknown_family,u_Terpene_36,6,unknown_family,u_Terpene_6,7,unknown_family,u_Terpene_7
CP126087.1.region011,other,Others,GCA_030122965.1,CP126087.1,2534,2871,2871,794,42,unknown_family,u_Others_42,34,unknown_family,u_Others_34,11,known_family,bacilysin;bacilysin
CP126091.1.region003,NI-siderophore,Others,GCA_030123025.1,CP126091.1,2681,3287,2681,794,69,unknown_family,u_Others_69,3,unknown_family,u_Others_3,4,known_family,schizokinen
CP126091.1.region004,betalactone.NRPS,Others,GCA_030123025.1,CP126091.1,2634,2634,2634,794,152,unknown_family,u_Others_152,140,unknown_family,u_Others_140,130,unknown_family,u_Others_130
CP126091.1.region005,T1PKS,PKSI,GCA_030123025.1,CP126091.1,,,,,,,,,,,,,
CP126091.1.region008,RiPP-like,RiPPs,GCA_030123025.1,CP126091.1,2638,2638,2638,2582,220,unknown_family,u_RiPPs_220,197,unknown_family,u_RiPPs_197,221,unknown_family,u_RiPPs_221
CP126091.1.region002,LAP.thiopeptide,RiPPs,GCA_030123025.1,CP126091.1,3654,3654,3654,2582,81,unknown_family,u_RiPPs_81,79,unknown_family,u_RiPPs_79,77,unknown_family,u_RiPPs_77
CP126091.1.region006,terpene,Terpene,GCA_030123025.1,CP126091.1,3538,3538,3538,3538,7,unknown_family,u_Terpene_7,6,unknown_family,u_Terpene_6,7,unknown_family,u_Terpene_7
CP126091.1.region009,CDPS,NRPS,GCA_030123025.1,CP126091.1,3291,3291,3291,,131,unknown_family,u_NRPS_131,119,unknown_family,u_NRPS_119,114,unknown_family,u_NRPS_114
CP126091.1.region011,RRE-containing.lassopeptide,RiPPs,GCA_030123025.1,CP126091.1,2641,2641,2641,2582,108,unknown_family,u_RiPPs_108,100,unknown_family,u_RiPPs_100,95,unknown_family,u_RiPPs_95
CP126091.1.region007,T3PKS,PKSother,GCA_030123025.1,CP126091.1,2684,2637,2684,,88,unknown_family,u_PKSother_88,4,unknown_family,u_PKSother_4,5,unknown_family,u_PKSother_5
CP126091.1.region010,NRP-metallophore.NRPS,Others,GCA_030123025.1,CP126091.1,3292,3292,3292,794,64,unknown_family,u_Others_64,64,unknown_family,u_Others_64,2,unknown_family,u_Others_2
CP126091.1.region001,NRPS,NRPS,GCA_030123025.1,CP126091.1,355,3655,3655,,61,known_family,lichenysin,59,known_family,lichenysin,12,known_family,lichenysin;surfactin
JAUCFW010000002.1.region001,RiPP-like,RiPPs,GCA_030348245.1,JAUCFW010000002.1,3473,3473,3473,2582,247,unknown_family,u_RiPPs_247,219,unknown_family,u_RiPPs_219,151,unknown_family,u_RiPPs_151
JAUCFW010000007.1.region002,NI-siderophore,Others,GCA_030348245.1,JAUCFW010000007.1,2934,2934,2934,3322,3,known_family,petrobactin,7,known_family,petrobactin,8,known_family,petrobactin
JAUCFW010000001.1.region001,lassopeptide,RiPPs,GCA_030348245.1,JAUCFW010000001.1,3558,3259,3259,3259,35,unknown_family,u_RiPPs_35,29,unknown_family,u_RiPPs_29,3,unknown_family,u_RiPPs_3
JAUCFW010000007.1.region003,RiPP-like,RiPPs,GCA_030348245.1,JAUCFW010000007.1,3323,3476,3332,2582,219,unknown_family,u_RiPPs_219,54,unknown_family,u_RiPPs_54,46,unknown_family,u_RiPPs_46
JAUCFW010000007.1.region005,RiPP-like,RiPPs,GCA_030348245.1,JAUCFW010000007.1,3325,3325,3325,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9,10,unknown_family,u_RiPPs_10
JAUCFW010000007.1.region001,LAP,RiPPs,GCA_030348245.1,JAUCFW010000007.1,3566,3566,3566,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8,9,unknown_family,u_RiPPs_9
JAUCFW010000001.1.region002,terpene,Terpene,GCA_030348245.1,JAUCFW010000001.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5,6,unknown_family,u_Terpene_6
JAUCFW010000007.1.region004,betalactone,Others,GCA_030348245.1,JAUCFW010000007.1,3563,3563,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin,1,known_family,fengycin
JAUCFG010000002.1.region002,LAP,RiPPs,GCA_030348585.1,JAUCFG010000002.1,3433,3433,3433,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8,9,unknown_family,u_RiPPs_9
JAUCFG010000002.1.region005,betalactone,Others,GCA_030348585.1,JAUCFG010000002.1,3563,3563,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin,1,known_family,fengycin
JAUCFG010000002.1.region006,RiPP-like,RiPPs,GCA_030348585.1,JAUCFG010000002.1,3325,3325,3325,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9,10,unknown_family,u_RiPPs_10
JAUCFG010000004.1.region001,RiPP-like,RiPPs,GCA_030348585.1,JAUCFG010000004.1,3431,3431,3431,2582,77,unknown_family,u_RiPPs_77,55,unknown_family,u_RiPPs_55,56,unknown_family,u_RiPPs_56
JAUCFG010000002.1.region007,terpene,Terpene,GCA_030348585.1,JAUCFG010000002.1,3326,3326,3326,3326,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5,6,unknown_family,u_Terpene_6
JAUCFG010000002.1.region001,RiPP-like,RiPPs,GCA_030348585.1,JAUCFG010000002.1,3432,3432,3432,2582,83,unknown_family,u_RiPPs_83,82,unknown_family,u_RiPPs_82,80,unknown_family,u_RiPPs_80
JAUCFG010000002.1.region008,lassopeptide,RiPPs,GCA_030348585.1,JAUCFG010000002.1,3327,3327,3327,2582,24,unknown_family,u_RiPPs_24,21,unknown_family,u_RiPPs_21,3,unknown_family,u_RiPPs_3
JAUCFG010000002.1.region004,RiPP-like,RiPPs,GCA_030348585.1,JAUCFG010000002.1,3323,3332,3332,2582,70,unknown_family,u_RiPPs_70,54,unknown_family,u_RiPPs_54,46,unknown_family,u_RiPPs_46
JAUCFG010000002.1.region003,NI-siderophore,Others,GCA_030348585.1,JAUCFG010000002.1,3322,3322,3322,3322,3,known_family,petrobactin,7,known_family,petrobactin,8,known_family,petrobactin
CP126095.1.region004,terpene,Terpene,GCA_030123105.1,CP126095.1,2674,2674,2674,2488,369,unknown_family,u_Terpene_369,323,unknown_family,u_Terpene_323,284,unknown_family,u_Terpene_284
CP126095.1.region001,RRE-containing,RiPPs,GCA_030123105.1,CP126095.1,2671,2671,2671,2582,252,unknown_family,u_RiPPs_252,223,unknown_family,u_RiPPs_223,171,unknown_family,u_RiPPs_171
CP126095.1.region007,terpene,Terpene,GCA_030123105.1,CP126095.1,2677,2677,2677,2488,361,unknown_family,u_Terpene_361,315,unknown_family,u_Terpene_315,85,unknown_family,u_Terpene_85
CP126095.1.region002,proteusin,RiPPs,GCA_030123105.1,CP126095.1,2672,2672,2672,2582,199,unknown_family,u_RiPPs_199,178,unknown_family,u_RiPPs_178,179,unknown_family,u_RiPPs_179
CP126095.1.region006,cyclic-lactone-autoinducer,RiPPs,GCA_030123105.1,CP126095.1,2676,2676,2676,2582,282,unknown_family,u_RiPPs_282,248,unknown_family,u_RiPPs_248,170,unknown_family,u_RiPPs_170
CP126095.1.region005,ranthipeptide,RiPPs,GCA_030123105.1,CP126095.1,2675,2675,2675,2582,253,unknown_family,u_RiPPs_253,224,unknown_family,u_RiPPs_224,173,unknown_family,u_RiPPs_173
CP126095.1.region003,ranthipeptide,RiPPs,GCA_030123105.1,CP126095.1,2673,2673,2673,2582,189,unknown_family,u_RiPPs_189,170,unknown_family,u_RiPPs_170,155,unknown_family,u_RiPPs_155
JAVIVQ010000019.1.region001,NRPS-like,NRPS,GCA_031324285.1,JAVIVQ010000019.1,3135,3135,3135,,37,unknown_family,u_NRPS_37,30,unknown_family,u_NRPS_30,30,unknown_family,u_NRPS_30
JAVIVQ010000001.1.region003,NRPS,NRPS,GCA_031324285.1,JAVIVQ010000001.1,2940,2940,2940,,15,unknown_family,u_NRPS_15,13,unknown_family,u_NRPS_13,14,unknown_family,u_NRPS_14
JAVIVQ010000001.1.region006,betalactone,Others,GCA_031324285.1,JAVIVQ010000001.1,3563,3563,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin,1,known_family,fengycin
JAVIVQ010000018.1.region001,RiPP-like,RiPPs,GCA_031324285.1,JAVIVQ010000018.1,3567,3567,3567,2582,58,unknown_family,u_RiPPs_58,52,unknown_family,u_RiPPs_52,54,unknown_family,u_RiPPs_54
JAVIVQ010000001.1.region002,terpene,Terpene,GCA_031324285.1,JAVIVQ010000001.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5,6,unknown_family,u_Terpene_6
JAVIVQ010000001.1.region005,RiPP-like,RiPPs,GCA_031324285.1,JAVIVQ010000001.1,3069,3069,3069,2582,26,unknown_family,u_RiPPs_26,23,unknown_family,u_RiPPs_23,23,unknown_family,u_RiPPs_23
JAVIVQ010000001.1.region001,lassopeptide,RiPPs,GCA_031324285.1,JAVIVQ010000001.1,3558,2894,2894,2894,35,unknown_family,u_RiPPs_35,29,unknown_family,u_RiPPs_29,3,unknown_family,u_RiPPs_3
JAVIVQ010000001.1.region004,RiPP-like,RiPPs,GCA_031324285.1,JAVIVQ010000001.1,3561,3561,3561,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9,10,unknown_family,u_RiPPs_10
JAVIVQ010000001.1.region008,NI-siderophore,Others,GCA_031324285.1,JAVIVQ010000001.1,2934,2934,2934,3322,3,known_family,petrobactin,7,known_family,petrobactin,8,known_family,petrobactin
JAVIVQ010000001.1.region009,LAP,RiPPs,GCA_031324285.1,JAVIVQ010000001.1,3566,3566,3566,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8,9,unknown_family,u_RiPPs_9
JAVIVQ010000001.1.region007,NRP-metallophore.NRPS,Others,GCA_031324285.1,JAVIVQ010000001.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2,2,unknown_family,u_Others_2
CP126090.1.region004,RRE-containing,RiPPs,GCA_030123005.1,CP126090.1,2963,2963,2963,2963,29,unknown_family,u_RiPPs_29,24,unknown_family,u_RiPPs_24,25,unknown_family,u_RiPPs_25
CP126090.1.region007,terpene,Terpene,GCA_030123005.1,CP126090.1,2683,2590,2683,2488,36,unknown_family,u_Terpene_36,6,unknown_family,u_Terpene_6,7,unknown_family,u_Terpene_7
CP126090.1.region011,other,Others,GCA_030123005.1,CP126090.1,2534,2871,2871,794,42,unknown_family,u_Others_42,34,unknown_family,u_Others_34,11,known_family,bacilysin;bacilysin
CP126090.1.region003,T1PKS.NRPS,PKS-NRP_Hybrids,GCA_030123005.1,CP126090.1,2621,2621,2621,1023,55,unknown_family,u_PKS-NRP_Hybrids_55,39,unknown_family,u_PKS-NRP_Hybrids_39,40,unknown_family,u_PKS-NRP_Hybrids_40
CP126090.1.region001,ranthipeptide.sactipeptide,RiPPs,GCA_030123005.1,CP126090.1,2595,2619,2595,2582,119,unknown_family,u_RiPPs_119,57,unknown_family,u_RiPPs_57,59,unknown_family,u_RiPPs_59
CP126090.1.region006,betalactone,Others,GCA_030123005.1,CP126090.1,3576,2589,3576,794,27,unknown_family,u_Others_27,1,known_family,fengycin,1,known_family,fengycin
CP126090.1.region009,RiPP-like,RiPPs,GCA_030123005.1,CP126090.1,2685,2685,2685,2582,43,unknown_family,u_RiPPs_43,35,unknown_family,u_RiPPs_35,35,unknown_family,u_RiPPs_35
CP126090.1.region012,NRP-metallophore.NRPS,Others,GCA_030123005.1,CP126090.1,2535,2969,2969,794,38,unknown_family,u_Others_38,31,unknown_family,u_Others_31,2,unknown_family,u_Others_2
CP126090.1.region008,T3PKS,PKSother,GCA_030123005.1,CP126090.1,2626,2591,2684,,33,unknown_family,u_PKSother_33,4,unknown_family,u_PKSother_4,5,unknown_family,u_PKSother_5
CP126090.1.region010,betalactone,Others,GCA_030123005.1,CP126090.1,3231,3231,3231,794,34,unknown_family,u_Others_34,28,unknown_family,u_Others_28,29,unknown_family,u_Others_29
CP126090.1.region002,NRPS,NRPS,GCA_030123005.1,CP126090.1,2620,2620,2620,,30,unknown_family,u_NRPS_30,25,unknown_family,u_NRPS_25,26,unknown_family,u_NRPS_26
CP126090.1.region005,NI-siderophore.terpene,Others,GCA_030123005.1,CP126090.1,2681,2527,2681,794,28,unknown_family,u_Others_28,3,unknown_family,u_Others_3,4,known_family,schizokinen
JAUCFQ010000001.1.region007,T3PKS,PKSother,GCA_030348345.1,JAUCFQ010000001.1,3421,3421,3421,,16,unknown_family,u_PKSother_16,15,unknown_family,u_PKSother_15,17,unknown_family,u_PKSother_17
JAUCFQ010000001.1.region002,cyclic-lactone-autoinducer,RiPPs,GCA_030348345.1,JAUCFQ010000001.1,3148,3148,3148,2582,73,unknown_family,u_RiPPs_73,71,unknown_family,u_RiPPs_71,70,unknown_family,u_RiPPs_70
JAUCFQ010000001.1.region008,betalactone,Others,GCA_030348345.1,JAUCFQ010000001.1,3422,3422,3422,794,13,unknown_family,u_Others_13,1,known_family,fengycin,1,known_family,fengycin
JAUCFQ010000001.1.region001,NI-siderophore,Others,GCA_030348345.1,JAUCFQ010000001.1,3556,3415,3556,794,12,unknown_family,u_Others_12,3,unknown_family,u_Others_3,4,known_family,schizokinen
JAUCFQ010000001.1.region005,lassopeptide,RiPPs,GCA_030348345.1,JAUCFQ010000001.1,3550,3007,3007,2582,25,unknown_family,u_RiPPs_25,22,unknown_family,u_RiPPs_22,3,unknown_family,u_RiPPs_3
JAUCFQ010000001.1.region003,terpene,Terpene,GCA_030348345.1,JAUCFQ010000001.1,2779,2779,2779,2488,17,unknown_family,u_Terpene_17,16,unknown_family,u_Terpene_16,18,unknown_family,u_Terpene_18
JAUCFQ010000001.1.region004,LAP,RiPPs,GCA_030348345.1,JAUCFQ010000001.1,3549,3549,3549,2582,14,unknown_family,u_RiPPs_14,14,unknown_family,u_RiPPs_14,16,unknown_family,u_RiPPs_16
JAUCFQ010000001.1.region006,terpene,Terpene,GCA_030348345.1,JAUCFQ010000001.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18,17,unknown_family,u_Terpene_17,19,unknown_family,u_Terpene_19
CP126115.1.region004,terpene,Terpene,GCA_030123505.1,CP126115.1,2783,2837,2783,2488,346,unknown_family,u_Terpene_346,38,unknown_family,u_Terpene_38,39,unknown_family,u_Terpene_39
CP126115.1.region001,betalactone,Others,GCA_030123505.1,CP126115.1,2834,2651,2651,794,67,unknown_family,u_Others_67,66,unknown_family,u_Others_66,1,known_family,fengycin
CP126115.1.region005,T3PKS,PKSother,GCA_030123505.1,CP126115.1,2812,2838,2654,,93,unknown_family,u_PKSother_93,37,unknown_family,u_PKSother_37,28,unknown_family,u_PKSother_28
CP126115.1.region003,betalactone,Others,GCA_030123505.1,CP126115.1,2836,2836,2836,794,156,unknown_family,u_Others_156,143,unknown_family,u_Others_143,133,unknown_family,u_Others_133
